0.000000	-39489.341019	-48447.741383	-187500.022352	-55654.390830	-61887.040661	-56240.542977	-71710.565294	-54167.463382	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.006000	0.479000	0.126000	192.000000	127.500000	80.000000	14.500000	120.000000	3.500000	112.000000	0.000000	0.000000	0.000000	1741977440.555906	0.000000
12.000000	-39507.289470	-48472.082433	-187500.022352	-55651.954490	-61919.964781	-56256.658585	-71726.971475	-54183.668397	-36685.247622	-49329.964737	-129788.399313	-29097.903263	-61443.514996	-62341.004591	-67084.849427	-187500.022352	-0.006000	0.479000	0.126000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1741977440.556079	0.000000
14.000000	-39516.721906	-48480.821965	-187500.022352	-55666.103144	-61891.131030	-56243.404000	-71715.281512	-54180.136821	-36690.723800	-49335.910301	-129743.695825	-29057.156033	-61446.040743	-62347.777170	-67088.403355	-187500.022352	-0.006000	0.479000	0.126000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1741977440.556250	0.000000
16.000000	-39519.582930	-48489.047407	-187500.022352	-55638.454037	-61897.948313	-56247.472018	-71721.271780	-54193.100833	-36691.304945	-49331.037620	-129807.040668	-29115.985825	-61435.021333	-62336.020152	-67079.328546	-187500.022352	-0.006000	0.479000	0.126000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1741977440.556412	0.000000
18.000000	-39531.921093	-48501.944363	-187500.022352	-55668.271264	-61920.031836	-56259.474904	-71728.849021	-54203.717912	-36709.186340	-49341.922920	-129719.712403	-29039.229934	-61447.247737	-62342.636268	-67081.362555	-187500.022352	-0.006000	0.479000	0.126000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1741977440.556574	0.000000
20.000000	-39541.152363	-48521.569195	-187500.022352	-55660.090525	-61895.176696	-56263.207646	-71731.039492	-54214.044418	-36712.740268	-49353.523475	-129805.364288	-29110.308481	-61456.501360	-62350.705248	-67085.430573	-187500.022352	-0.006000	0.718500	0.190000	192.000000	127.500000	104.000000	14.500000	120.000000	3.500000	120.000000	0.000000	0.000000	0.000000	1741977440.556749	0.000000
22.000000	-39546.092098	-48526.330117	-187500.022352	-55675.401470	-61908.118356	-56266.493352	-71729.966608	-54216.637220	-36716.987099	-49362.128897	-129716.046717	-29027.607027	-61442.129188	-62359.936519	-67094.348919	-187500.022352	-0.006000	0.718500	0.190000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1741977440.556886	0.000000
24.000000	-39536.011462	-48523.625555	-187500.022352	-55660.179932	-61902.418661	-56265.398117	-71723.506954	-54215.229060	-36687.996887	-49356.563313	-129820.652881	-29121.305540	-61437.725894	-62357.947213	-67092.873704	-187500.022352	-0.006000	0.718500	0.190000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1741977440.556991	0.000000
26.000000	-39551.121241	-48529.973451	-187500.022352	-55671.981653	-61902.910400	-56262.157114	-71717.248466	-54211.764540	-36712.092067	-49350.260121	-129738.130240	-29051.188117	-61464.369174	-62352.068705	-67087.889265	-187500.022352	-0.006000	0.718500	0.190000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1741977440.557096	0.000000
0.000000	-19682.633243	-24169.790646	-93750.011176	-27817.640044	-30944.135004	-28111.721946	-35877.567336	-27099.187922	-18352.324468	-24678.449294	-64908.191849	-14560.127504	-30698.802256	-31177.129588	-33534.657482	-93750.011176	0.006000	0.942000	0.240000	192.000000	0.000000	24.000000	14.500000	56.000000	3.500000	64.000000	0.000000	0.000000	0.000000	1741977440.717915	0.000000
